iteration,train_mae,valid_mae
1,2783.126587247204,2522.209334739881
2,2711.8613128507113,2449.56560357056
3,2642.8929630883226,2380.742102661218
4,2576.5041684237294,2313.576680956166
5,2513.0269303882546,2253.14638935364
6,2451.2015751408862,2192.764036122034
7,2391.5661533249613,2134.90329578166
8,2333.994800619025,2079.1430424088226
9,2278.6796889460466,2025.6880065683224
10,2225.693386666299,1977.6397958339803
11,2174.3904513225416,1928.8105357271354
12,2124.7030660509317,1883.1610949344044
13,2076.399200138067,1836.1347738566096
14,2029.8453231750245,1794.5687639306411
15,1985.4217189052604,1751.7624393378153
16,1941.8814969319942,1713.0347443630926
17,1900.4104049184823,1675.6494930690271
18,1859.8880261213444,1636.225913882477
19,1821.058061761698,1601.3427246444546
20,1783.95755239532,1568.0079975668173
21,1748.4113442738842,1536.3437665485808
22,1712.9237289263808,1506.5532610025125
23,1678.4521383321742,1478.1505114163922
24,1646.1488623415403,1447.3147580808088
25,1615.1666415718757,1421.3822910948031
26,1585.831747569702,1397.7097081013035
27,1556.056084635549,1374.2143952067502
28,1528.6300901652842,1351.4599149157098
29,1502.8963787858545,1331.4147007052088
30,1477.4015392807783,1311.8445032320944
31,1453.5092860920236,1292.4272775583831
32,1431.2357757087577,1274.2497489438254
33,1407.9908509596157,1257.2889693344998
34,1387.532054521458,1241.6945035455435
35,1366.7943273368364,1226.9423962710964
36,1346.6181352508288,1212.31575278664
37,1328.2414927894504,1200.871001895332
38,1310.6438695097725,1189.253013980184
39,1294.078106737664,1177.7800312874815
40,1278.3306865896554,1166.7063895080646
41,1263.0929859809598,1161.4416006922802
42,1247.6154101417055,1153.1608311909515
43,1234.3147689014384,1146.1443977109798
44,1220.9972744702056,1141.4773213103454
45,1208.291698055413,1134.5872504977742
46,1196.0085320057717,1131.8750785438715
47,1182.9813523466478,1127.9206037858735
48,1171.255841310388,1122.110230712697
49,1161.2621849515579,1119.9659268197458
50,1150.0977645482023,1115.703446284451
51,1138.9595507477368,1110.5571302347248
52,1129.9849918620052,1106.127609146153
53,1120.0954524963258,1101.8300851182998
54,1110.790391992861,1098.6130095770893
55,1101.596950627779,1094.4856482674736
56,1092.5742642256719,1090.5088060934902
57,1085.0985257180073,1088.6015661218416
58,1077.2450020389597,1085.5229901477185
59,1070.6213382877238,1083.1882319095803
60,1062.8072040056936,1081.1204039516333
61,1056.1999267448427,1078.4935047379809
62,1050.5676988849082,1076.6865250523147
63,1045.0754669482894,1075.4750652955033
64,1039.373736633276,1073.7812397053242
65,1034.8163696350823,1072.639643562166
66,1028.6388972689533,1071.2413984857435
67,1024.9198292399312,1070.4546292284824
68,1019.3269005454646,1068.50984854804
69,1014.27369630264,1066.9469117581523
70,1010.8188206807073,1066.0096578353266
71,1006.0521345251441,1065.36921078191
72,1002.007394462798,1063.70198132673
73,997.8156537166501,1062.428378406909
74,994.7923981590791,1063.2455570914606
75,991.0262776859738,1062.9047675218162
76,987.9904288265986,1063.079784622243
77,983.6536701457632,1062.4545698857153
78,979.5481456730182,1061.6831873973338
79,975.677287601592,1060.9519827555093
80,972.4346808462387,1060.2423513378044
81,968.2705838515232,1059.7304354203338
82,964.4526148946845,1060.2300743081064
83,961.2768386381563,1059.9345034227706
84,958.6318992636348,1061.317025767313
85,954.9181387485876,1061.594788881501
86,951.992829663501,1061.287817550689
87,948.2856427907733,1061.3480076446247
88,945.4685526677423,1061.503660818073
89,942.7945075707454,1060.7835264908995
90,940.3175598996371,1061.150133861815
91,937.2416477960932,1060.3251595848108
92,935.1914422686157,1059.8871272305737
93,932.4239921684825,1060.07411785103
94,929.6940468115328,1059.4733576704539
95,927.2795237202603,1059.2224298318881
96,924.7152316448348,1058.9402196934002
97,920.9877015352693,1057.768133396002
98,918.3744364174486,1057.4846207279516
99,915.1145087086124,1056.7653988919287
100,912.3225652250582,1056.854743507077
101,909.4484374189701,1056.052170809608
102,906.3893396755416,1055.8714169627012
103,904.0556005168407,1054.9194307103135
104,901.3538877605247,1053.7602206724546
105,898.7559458333327,1052.9189759813305
106,896.1599334542558,1052.4888004148597
107,893.9036020084678,1052.0653475066154
108,890.8150207599429,1051.7823753068026
109,888.0999007961764,1050.4930905660622
110,885.9661670756329,1051.0432717722279
111,883.5528901613352,1051.3666977533617
112,880.9136164625484,1051.209053192444
113,879.022913340551,1052.5893413863182
114,876.5894930855546,1051.9891318414752
115,874.6075693953752,1053.3924257422539
116,872.8389863620212,1053.8359978895037
117,871.1824230112152,1054.38086543578
118,869.4506759840124,1053.9095948053011
119,868.166403009819,1054.5232452995253
120,866.6962746650191,1054.016156912946
121,864.6952274315983,1055.0074278107945
122,863.3584193358612,1054.5137393935938
123,862.2726020552385,1055.0123985329838
124,860.4051675775769,1056.3178729646313
125,858.8522690186601,1056.2099951869852
126,856.9169832009972,1056.3964352008647
127,855.7229530214487,1056.714552339351
128,854.6806452119527,1056.4854780767093
129,853.3515152441947,1056.9420648170676
130,851.7092560180522,1058.3070928789894
131,849.6506537316428,1058.2744917636705
132,848.374920199914,1058.969077147574
133,847.3184364254872,1058.677177639341
134,846.4206537436644,1058.9100239481502
135,845.203102500281,1058.4975520880314
136,843.8944573455738,1059.2653675891927
137,842.1212742296565,1058.8991101738566
138,840.7496387238118,1058.6542533284505
139,839.0670274039618,1059.511045950615
140,837.6155267624076,1059.4383669353763
141,836.1717101789247,1060.265383188926
142,834.9674384663441,1059.895078819991
143,833.3411016188911,1059.7823813336886
144,831.9095148704934,1059.8280660265675
145,830.426180715308,1060.4919831753352
146,829.061745317642,1059.8819128224427
147,828.1053440307613,1060.3928135420747
148,826.5557560656754,1060.0164243791041
149,825.5199064517856,1060.2170615650057
150,824.7225808883337,1060.254475722111
151,823.5455335027704,1060.320447702348
152,822.6119018519728,1060.0048695994487
153,821.4553224609766,1059.7516922988652
154,820.0711075900766,1061.0745067013315
155,819.0190699460584,1060.5725419519658
156,817.6936262441748,1062.1497688699576
157,816.9562264700496,1062.628749320142
158,815.649941186788,1063.9048678493725
159,814.7441517833834,1064.179346459166
160,813.8080403531936,1064.4378927831854
161,812.8879000690304,1065.5284071231429
162,812.444255839008,1065.622033904145
163,811.407489291396,1065.5845960774843
164,810.3908636252555,1065.0538252134652
165,808.7829689506653,1065.3446956121434
166,807.9824378215994,1066.4224712488838
167,806.8606344044942,1065.599924501623
168,806.0317566000609,1066.277043327259
169,805.1926590538395,1066.321374943523
170,803.871240832135,1064.3738209952646
171,802.5184669112867,1064.5721629957293
172,801.5046467002003,1064.4433628238528
173,800.7583399538065,1065.220215604945
174,799.9087585876189,1063.6112699908679
175,799.073472265871,1063.2464420989768
176,798.3038224471065,1063.4262410660876
177,797.6841311680798,1064.0123826196188
178,796.4710197932834,1063.4921869075372
179,795.6345249837723,1061.760801047359
180,795.35537018626,1061.9342142776418
181,794.8931770517223,1061.8572936674657
182,794.4466683373774,1062.573955522327
183,794.2041587782768,1062.489739383805
184,793.0230284035696,1062.525590414022
185,792.4447728838174,1062.7289747253885
186,791.6191650604611,1061.2961150424849
187,790.2145014471625,1061.3757577199149
188,789.3510855668638,1061.2582487152542
189,787.8954402303501,1061.7471144096053
190,786.7926112979028,1061.4918252715722
191,785.9356535852038,1061.6335276415866
192,785.3595758893991,1061.6965640624558
193,784.4712776297766,1062.3408760247933
194,783.769445972953,1062.1462188594694
195,783.3655467468468,1062.5207639690748
196,782.7196266127135,1062.6034747671542
197,781.9634363594986,1062.357508429467
198,781.4604525715853,1062.2525748312223
199,780.662091466552,1062.3586056163215
200,779.8822617723774,1062.1414167309692
201,779.4164076678423,1062.4931685191577
202,778.5345368399425,1062.3318747019466
203,777.5335027510232,1063.459174633419
204,776.8251588145959,1063.3730256057647
205,775.3920607772644,1063.0719010195041
206,774.8214056760695,1063.3198168371623
207,774.5926009782978,1063.2657110687478
208,774.2405719948847,1063.3454080934296
209,773.4788883084137,1063.2093966933112
210,772.5369741932492,1062.9546232057282
211,771.626999965468,1063.1389768346944
212,770.4112293612849,1063.5732472326595
213,769.724110965273,1063.7447751400548
214,769.3153360324205,1063.7553012759004
215,769.0221297050082,1063.8256970609873
216,768.4157959715664,1063.8625202272801
217,767.5178381548895,1063.6217386706724
218,766.5602046273349,1062.224672886621
219,765.8559249569478,1062.2644498389775
220,765.0424927364826,1062.3202749087864
221,764.4430952281213,1062.4537381949533
222,763.7775506199223,1062.5671682845843
223,763.0369203431985,1062.634297399889
224,762.3647122692925,1061.1441020441173
225,761.4928609579941,1060.8502007339823
226,761.0000631513656,1061.2063813414168
227,760.1860893815206,1061.0476129383017
228,759.3674570757865,1060.9556829827159
229,758.6698609550347,1060.8352875834037
230,758.1348140106279,1061.0769997853904
231,757.4634231683707,1061.0411339170505
232,757.2611571541137,1061.267000910283
233,756.6444560574812,1061.337020114709
234,755.7068420501463,1061.6499857315837
235,755.2047536713874,1061.6818940207354
236,754.5821669239508,1061.7859146851652
237,754.1625988879907,1061.7073041655765
238,753.4929454231062,1061.6275459175943
239,752.864440594186,1061.8687701411218
240,751.9372632058138,1061.9384675724184
241,750.955708382769,1062.1407654379661
242,750.3091634487452,1062.189871267045
243,749.6611137052679,1062.2347002830797
244,749.460817100589,1062.3965108518462
245,748.8631137209969,1062.286431016423
246,748.1013565803734,1062.1727167204654
247,747.2888293197643,1062.2840073428463
248,746.3839390716258,1062.9049299133553
249,745.5489924846939,1063.0210362728278
250,744.9398717302572,1063.427409808961
251,744.1229818379057,1063.7441313606432
252,743.7120252943865,1063.7070254983298
253,743.1260205294673,1063.6727427216802
254,742.2165517903932,1063.1374388329305
255,741.241053543762,1064.4420880877333
256,740.7324645485369,1064.288721128741
257,740.0779434892856,1064.2195886738089
258,739.4753382563775,1064.2659642911308
259,738.6725377536478,1064.3716738309165
260,738.151410397398,1064.5017123768976
261,737.7767804122134,1064.4779595262862
262,737.1023451399724,1064.4118461503651
263,736.6566226822387,1064.3644639873835
264,736.0969273034815,1064.2587548541906
265,735.287310954176,1064.4283513660503
266,734.8146793517972,1064.6939080138848
267,734.2344585481404,1064.7253864740212
268,733.6797376758004,1064.674073946211
269,732.8547567186197,1064.6568856859642
270,732.0979593551428,1064.6619588713309
271,731.2268906251248,1064.5455113478279
272,730.3563189329835,1064.6774048993057
273,729.994585855144,1065.1590931519622
274,729.1611064028724,1065.367749492025
275,728.3043777069441,1066.717383623093
276,727.7855994487569,1066.6649290996336
277,727.0617466010655,1066.5124100223916
278,726.6128877219896,1066.6728038314798
279,726.0974745942237,1066.7562245110823
280,725.6429853546016,1066.8287235219384
281,724.815807531117,1066.8366011281978
282,724.1403797251787,1066.8176117726534
283,723.864528891936,1066.9711696366264
284,722.968266204072,1067.0614379522942
285,722.7436877732003,1066.9777574023701
286,722.2708298608832,1066.9963325536908
287,721.9272235424511,1066.9720510125715
288,721.237762384109,1066.956792155485
289,721.0191819189757,1067.015091064677
290,720.1904826718223,1066.8625932792281
291,719.6032552835011,1066.904830643097
292,718.1903342255813,1067.3386773003713
293,717.6801580907824,1067.4040667648023
294,716.7303839055592,1067.3450169530852
295,716.4675140234194,1067.634206735501
296,715.3795799175008,1067.6543174595035
297,714.92084010308,1067.847263412191
298,714.2322448290629,1067.7867223373871
299,713.5408071337191,1067.5516280068916
300,712.6723571120525,1067.5274697802192
301,711.8765651739783,1067.5807498002737
302,711.0815121831487,1067.8214727051904
303,710.0726593157447,1068.171187748978
304,709.6264789599952,1068.184066146236
305,708.0420191046347,1068.09388894869
306,707.5386998072036,1067.9943474435543
307,706.3624189170821,1067.9654622754633
308,705.7722786505061,1068.2764194069593
309,705.1175466799149,1068.0395877741432
310,704.3519178166151,1068.162777997399
311,703.1524359991749,1068.1651013814383
312,702.4695747846092,1067.9099923211777
313,702.1382022045545,1067.963148258571
314,701.7094849608521,1068.2145753913678
315,700.7792191410342,1068.711384915918
316,700.1186107128713,1068.677254098902
317,698.6944670963858,1068.804038744344
318,698.0330464447638,1069.079464504113
319,697.4119914152402,1069.4411097992331
320,696.8874095147346,1069.3027674901705
321,696.3137747182309,1069.5006491747401
322,695.5881892442299,1070.5470562391336
323,695.0964214501664,1070.595056060954
324,694.4770044436,1070.3854507741505
325,693.3149606365387,1070.3672355460471
326,692.6815630994288,1070.4315306491014
327,692.3443717361869,1070.6780098146007
328,691.9180227355978,1070.4028616241908
329,691.5881041294512,1070.4770741970867
330,690.8397212692042,1070.5551744442998
331,690.2838306125536,1070.38084284691
332,689.0082616274788,1070.4194318643717
333,687.9707366051317,1070.4488269155495
334,687.0093199770752,1070.636664777427
335,686.6027150924346,1070.7895777983465
336,685.9662010215175,1071.1621034707894
337,685.1450674472563,1070.977507984765
338,684.1979111349649,1070.9542220832475
339,683.8310323776012,1070.9080389455553
340,683.4334654032294,1070.6847737272374
341,682.3884924998416,1070.6182738328355
342,681.5494718254217,1070.4817319728832
343,681.0506911670079,1070.552080484919
344,680.5351154658242,1070.4050451736425
345,679.8138035697751,1070.1932266337687
346,679.0950810898013,1070.422468593496
347,678.5669748061937,1070.392484406706
348,678.1164494379213,1070.4125918178215
349,677.4351790391204,1070.277230612955
350,676.6445241094832,1070.1379040948625
351,675.9879414966625,1070.173482893625
352,675.3023343837502,1070.4366886375865
353,674.7703959789792,1070.4025798798682
354,674.1594785431781,1070.5275853072371
355,673.5966017660704,1070.6115729684645
356,673.246466045637,1070.5901041671489
357,672.6226880805515,1070.5841052511964
358,672.0572271854287,1070.6099769234918
359,671.7323945775663,1070.4156887804631
360,671.21619050072,1070.3309264425027
361,670.9496257009697,1070.4315302772636
362,670.5305871849855,1070.5916689031812
363,669.8772546646117,1070.8213678703448
364,669.4557118449839,1070.9093765003272
365,668.8935555211921,1070.9192478484401
366,668.4699436055929,1071.3385719212056
367,667.2139804792424,1071.2757247954992
368,666.6801118418626,1071.1226264313007
369,666.3472468134413,1070.1887241941417
370,665.7550082118755,1070.4730986359036
371,665.4944730298719,1070.577817836839
372,664.8295357223938,1069.9180088987844
373,664.4121565943442,1070.05611154339
374,663.5034176247714,1069.9665353194914
375,663.0847103614515,1069.9784892138173
376,662.6000766974524,1069.9665134835875
377,662.252666230871,1070.0648362127836
378,661.6513800700117,1070.0352681430509
379,661.0984795525978,1070.0034777424248
380,660.5953078235867,1070.0214452026987
381,659.9388528371362,1070.1883820056642
382,659.5673438653027,1070.349170922753
383,659.1641335129141,1070.3206055435849
384,658.5583133230692,1070.5742264180853
385,657.9951896731126,1070.7484354953947
386,657.5773895016569,1070.6968553119966
387,657.0461715002886,1071.025224260445
388,655.8865428865413,1070.9920171523058
389,654.9774802213617,1071.5025524991881
390,653.9462297693475,1071.5260219987604
391,653.3111420437846,1071.5699137258437
392,653.090889283756,1071.7371030161564
393,652.3455961787513,1071.8965506060954
394,651.867568868332,1071.9309794801184
395,651.5261667041233,1071.8114620021347
396,650.6218848631113,1073.2760806437338
397,649.9431029625466,1073.321978116426
398,649.1023065966057,1073.2824876155476
399,648.5896943311191,1073.455726327377
400,648.2134925493153,1073.570263950275
401,647.57426866735,1073.6739206536624
402,647.270133662913,1073.7913448847626
403,646.5790145553324,1073.7814909355488
404,646.0703695517803,1073.7867362000438
405,645.1771891367287,1074.1298339452262
406,644.8991273733078,1074.1998405504155
407,643.981299684237,1074.1987873610951
408,643.1471722794905,1073.991828172007
409,642.7838266595484,1073.9950937873398
410,642.5108300258873,1074.0517595805113
411,642.2313678336578,1074.0001746748435
412,641.8125221628519,1073.9282952685119
413,641.6016627980549,1073.9701596754032
414,641.07540508111,1074.0890358973124
415,640.3437100957314,1074.2172995571661
416,639.8933612425343,1074.260614614341
417,638.9747397240762,1074.2926663458832
418,638.5673763273679,1074.3840307023402
419,638.1284355957534,1074.5352120902521
420,637.7222722820303,1074.458294337985
421,637.3642001522641,1074.5798469599915
422,636.7071515759569,1074.5415527803905
423,636.3432829385229,1074.597198464864
424,636.1174169532688,1074.7381963934617
425,635.2665528274739,1074.7517087091758
426,634.6789225086939,1074.810878443505
427,633.8594378945602,1074.880933053586
428,633.2475241507215,1074.8512541130901
429,632.5430976414137,1074.8516887944827
430,631.8952949801167,1074.9090155339666
431,631.4784586490641,1074.9058342253172
432,630.819824155041,1074.9032608083628
433,630.3778291330741,1074.9114219975636
434,629.8558668601255,1075.1472186162337
435,629.4600135843812,1075.1541673074862
436,628.9121785562828,1075.1432059042575
437,628.6433174237865,1075.3784470898452
438,627.9891712620149,1075.3788917805045
439,627.7815255959945,1075.5068265803777
440,627.492513055752,1075.501024934194
441,626.8472702809715,1074.9824397881725
442,626.5383024102683,1074.8435146312397
443,626.1368553218833,1074.8008654191806
444,625.6592554979414,1075.1184081402264
445,625.0953833118183,1075.1700855433057
446,624.674184508029,1075.0164545313394
447,623.9372259736169,1075.0137963847633
448,623.4402662395527,1074.9114495092226
449,622.6892868650662,1074.7984265222653
450,622.1556455091072,1074.7568911628337
